0x80003100 __check_pad3
0x800b1994 Update__17CParticleDatabaseFfRC17CPoseAsTransformsRC15CCharLayoutInfoRC12CTransform4fRC9CVector3fR13CStateManager
0x800b1b1c SetCEXTValue__17CParticleDatabaseFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>if
0x800b1b90 SetParticleEffectState__17CParticleDatabaseFRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>bR13CStateManager
0x800b39a8 __ct__17CParticleDatabaseFv
0x800b57fc __ct__17COrbitPointMarkerFv
0x800b5bec Update__17CTargetingManagerFfRC13CStateManager
0x800b5c40 CheckLoadComplete__17CTargetingManagerFv
0x800b5c98 __ct__17CTargetingManagerFRC13CStateManager
0x800b5df0 __ct__25CTargetReticleRenderStateF9TUniqueIdf9CVector3fffb
0x800b64c4 DrawOrbitZoneGroup__22CCompoundTargetReticleCFRC9CMatrix3fRC13CStateManager
0x800b8a64 Draw__22CCompoundTargetReticleCFRC13CStateManager
0x800ba8e8 __ct__Q222CCompoundTargetReticle14SOuterItemInfoFPCc
0x800ba964 calculate_premultiplied_overshoot_offset__Ff
0x800ba9a0 offshoot_func__Ffff
0x800bb15c __ct__10CWeaponMgrFv
0x800bc1ec __ct__11CDamageInfoFRC11CDamageInfo
0x800bc304 __ct__11CDamageInfoFR12CInputStream
0x800bc3f0 sub_800c3bd0
0x800bc63c SetDockReference__11CScriptDockFi
0x800bc6a8 GetDockReference__11CScriptDockCFv
0x800bc6f4 GetPlane__11CScriptDockCFRC13CStateManager
0x800bc780 HasPointCrossedDock__11CScriptDockCFRC13CStateManagerRC9CVector3f
0x800bcf5c AreaLoaded__11CScriptDockFR13CStateManager
0x800bcf84 SetLoadConnected__11CScriptDockFR13CStateManagerb
0x800bdb20 GetFirstHelper__17CScriptCameraHintCFv
0x800bf2a8 __ct__9CBeamInfoFR12CInputStream
0x800c2890 sub_800ca518
0x800cbc44 LoadAIKeyframe__12ScriptLoaderFR13CStateManagerR12CInputStreamiRC11CEntityInfo
0x800d1520 LoadFluidUVMotion__FR12CInputStream
0x800d1fac LoadGrappleParameters__FR12CInputStream
0x800d26d4 sub_800da990
0x800d278c LoadActorHead__FR12CInputStreamR13CStateManager
0x800d27f0 LoadEditorTransformPivotOnly__FR12CInputStream
0x800d2854 LoadEditorTransform__FR12CInputStream
0x800d28ac ConvertEditorEulerToTransform4f__FRC9CVector3fRC9CVector3f
0x800d29e4 GetCollisionBox__FR13CStateManager7TAreaIdRC9CVector3fRC9CVector3f
0x800d3434 SetRotation__10CSamusDollFfff
0x800d571c Touch__10CSamusDollFv
0x800d5d28 IsLoaded__10CSamusDollCFv
0x800d696c __sinit_CSamusDoll_cpp
0x800d6cc4 SetWorldLighting__11CPlasmaBeamFR13CStateManager7TAreaIdff
0x800d6f7c Unload__11CPlasmaBeamFR13CStateManager
0x800d7040 DeleteBeam__11CPlasmaBeamFR13CStateManager
0x800d73c4 UpdateGunFx__11CPlasmaBeamFbfRC13CStateManagerRC12CTransform4f
0x800d74cc PostRenderGunFx__11CPlasmaBeamFRC13CStateManagerRC12CTransform4f
0x800d755c sub_800df9b8
0x800d794c Unload__10CPowerBeamFR13CStateManager
0x800d79a0 Load__10CPowerBeamFR13CStateManagerb
0x800d7e10 PostRenderGunFx__10CPowerBeamFRC13CStateManagerRC12CTransform4f
0x800d7f3c ReInitVariables__10CPowerBeamFv
0x800d849c Unload__9CWaveBeamFR13CStateManager
0x800d8510 Load__9CWaveBeamFb
0x800d8c04 PostRenderGunFx__9CWaveBeamFRC13CStateManagerRC12CTransform4f
0x800d8c98 ReInitVariables__9CWaveBeamFv
0x800d9280 Unload__8CIceBeamFR13CStateManager
0x800d92e4 Load__8CIceBeamFb
0x800d978c PostRenderGunFx__8CIceBeamFRC13CStateManagerRC12CTransform4f
0x800d9858 ReInitVariables__8CIceBeamFv
0x800d9f08 __dt__13CRelayTrackerFv
0x800da0d8 __ct__13CRelayTrackerFv
0x800da604 GetPowerup__17CScriptSpawnPointCFRCQ212CPlayerState9EItemType
0x800db844 Death__7CBeetleFRC9CVector3fR13CStateManager
0x800dd560 ShotAt__7CBeetleFR13CStateManagerf
0x800dd598 ShouldTaunt__7CBeetleFR13CStateManagerf
0x800de4dc InAttackPosition__7CBeetleFR13CStateManager9EStateMsgf
0x800de59c InRange__7CBeetleFR13CStateManager9EStateMsgf
0x800df87c GetOrbitPosition__7CBeetleCFRC13CStateManager
0x800e0314 __ct__13CHUDMemoParmsFR12CInputStream
0x800e11bc PostConstruct__15CMappableObjectFPCv
0x800e149c ReadAutomapperTweaks__15CMappableObjectFRC16CTweakAutoMapper
0x800e152c __sinit_CMappableObject_cpp
0x800e1850 CalculateRandomViewWanderPitch__16CPlayerCameraBobFR13CStateManager
0x800e1894 CalculateRandomViewWanderPosition__16CPlayerCameraBobFR13CStateManager
0x800e1948 InitViewWander__16CPlayerCameraBobFR13CStateManager
0x800e1a4c SetPlayerVelocity__16CPlayerCameraBobFRC9CVector3f
0x800e1d1c GetHelmetBobTranslation__16CPlayerCameraBobCFv
0x800e1d5c GetGunBobTransformation__16CPlayerCameraBobCFv
0x800e1dfc CalculateCameraBobTransformation__16CPlayerCameraBobCFv
0x800e21b8 ReadTweaks__16CPlayerCameraBobFR12CInputStream
0x800e24c0 __sinit_CPlayerCameraBob_cpp
0x800e397c DisableBlur__15CCameraBlurPassFf
0x800e3ec4 __ct__15CCameraBlurPassFv
0x800e4118 Draw__17CCameraFilterPassCFv
0x800e4ce8 DrawFullScreenTexturedQuad__17CCameraFilterPassFRC6CColorPC8CTexturef
0x800e4ed4 DrawFullScreenColoredQuad__17CCameraFilterPassFRC6CColor
0x800e51dc DisableFilter__17CCameraFilterPassFf
0x800e5600 __ct__17CCameraFilterPassFv
0x800e563c __sinit_CCameraFilter_cpp
0x800e5660 DeleteBallShadow__10CMorphBallFv
0x800e569c CreateBallShadow__10CMorphBallFv
0x800e5798 RenderToShadowTex__10CMorphBallFR13CStateManager
0x800e65e0 StartLandingSfx__10CMorphBallFv
0x800e669c StopSounds__10CMorphBallFv
0x800e6da4 TouchModel__10CMorphBallCFRC13CStateManager
0x800e7a24 IsClimbable__10CMorphBallCFRC14CCollisionInfo
0x800e7d0c SpinToSpeed__10CMorphBallFfRC9CVector3ff
0x800e9730 DisableHalfPipeStatus__10CMorphBallFv
0x800e99c0 RenderDamageEffects__10CMorphBallCFRC13CStateManagerRC12CTransform4f
0x800e9df4 RenderMorphBallTransitionFlash__10CMorphBallCFRC13CStateManager
0x800eb058 sub_800f37b0
0x800eb2a8 GetMinimumAlignmentSpeed__10CMorphBallCFv
0x800ebc6c CancelBoosting__10CMorphBallFv
0x800ebd10 LeaveBoosting__10CMorphBallFv
0x800ed34c StopEffects__10CMorphBallFv
0x800ed3dc LeaveMorphBallState__10CMorphBallFR13CStateManager
0x800ed428 EnterMorphBallState__10CMorphBallFR13CStateManager
0x800ed8ac SwitchToTire__10CMorphBallFv
0x800ed8cc SwitchToMarble__10CMorphBallFv
0x800ee0e0 sub_800f68a4
0x800ee2e0 CalculateBallContactInfo__10CMorphBallCFR9CVector3fR9CVector3f
0x800ee474 GetBallToWorld__10CMorphBallCFv
0x800ee52c GetSwooshToWorld__10CMorphBallCFv
0x800ef310 SetSpiderBallSwingingState__10CMorphBallFb
0x800f0340 ResetSpiderBallForces__10CMorphBallFv
0x800f0a60 ComputeBallMovement__10CMorphBallFRC11CFinalInputR13CStateManagerf
0x800f23c0 GetCollisionResponseType__24CScriptDamageableTriggerCFRC9CVector3fRC9CVector3fRC11CWeaponModei
0x800f2624 AddToRenderer__24CScriptDamageableTriggerCFRC14CFrustumPlanesRC13CStateManager
0x800f2bf8 GetPuddleAlphaScale__24CScriptDamageableTriggerCFv
0x800f3678 AddToRenderer__13CScriptDebrisCFRC14CFrustumPlanesRC13CStateManager
0x800f6924 GetPatchRenderFlags__12CScriptWaterCFii
0x800f7270 SetMorphing__12CScriptWaterFb
0x800f7360 GetSplashSound__12CScriptWaterCFf
0x800f7398 GetSplashEffect__12CScriptWaterCFf
0x800f73d0 GetSplashIndex__12CScriptWaterCFf
0x800f73fc Render__12CScriptWaterCFRC13CStateManager
0x800f7830 __ct__14CRippleManagerFRC14CRippleManager
0x800f7bac AddToRenderer__12CScriptWaterCFRC14CFrustumPlanesRC13CStateManager
0x800f7c94 GetRenderBounds__12CScriptWaterCFRC12CTransform4f
0x800f7cfc CalculateRenderBounds__12CScriptWaterFv
0x800fa10c GetDeflectionType__20CDamageVulnerabilityCFRC11CWeaponMode
0x800fa5b0 __ct__20CDamageVulnerabilityF14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability14EVulnerability15EDeflectionType
0x800fa984 __sinit_CDamageVulnerability_cpp
0x800fad00 BuildConstantAmbientLighting__12CActorLightsFv
0x800fad2c BuildConstantAmbientLighting__12CActorLightsFRC6CColor
0x800fada8 BuildFakeLightList__12CActorLightsFRCQ24rstl42vector<6CLight,Q24rstl17rmemory_allocator>RC6CColor
0x800fc744 MergeOverflowLight__12CActorLightsFR6CLightR9CVector3fRC6CLightf
0x800fcc0c SetAmbientColor__12CActorLightsFRC6CColor
0x800fcc38 GetLight__12CActorLightsCFUi
0x800fcc84 GetActiveLightCount__12CActorLightsCFv
0x800fcda0 __ct__12CActorLightsFUi9CVector3fiif
0x800fd458 HasCorrectParameterCount__14CPatternedInfoFR12CInputStream
0x800fd73c GetMaxShadowBox__13CSimpleShadowCFRC6CAABox
0x800fd8a4 GetBounds__13CSimpleShadowCFv
0x800fd944 Render__13CSimpleShadowCFPC8CTexture
0x800fdfd0 MakeActorLights__16CLightParametersCFv
0x800fe3cc sub_80106ea0
0x800fef0c EnsureStates__17CInGameGuiManagerFR13CStateManager
0x800ff2d8 ShowPauseGameHudMessage__17CInGameGuiManagerFRC13CStateManagerUi
0x801001c0 PreDraw__17CInGameGuiManagerFR13CStateManagerb
0x80100de8 StartFadeIn__17CInGameGuiManagerFv
0x801025f0 sub_8010b0a8
0x80102b08 sub_8010b588
0x801037c0 sub_8010c2fc
0x801039e8 sub_8010c530
0x801050d4 sub_8010dc44
0x80107360 ShouldTurn__8CWarWaspFR13CStateManagerf
0x801082f8 Think__8CWarWaspFfR13CStateManager
0x80108410 Death__8CWarWaspFRC9CVector3fR13CStateManager
0x80109600 __dt__12CWorldShadowFv
0x8010a7bc GetDesiredScanWindowState__12CPlayerVisorCFRC13CStateManager
0x8010b548 Touch__12CPlayerVisorCFv
0x8010c648 GetNumMaterialSets__10CModelDataCFv
0x8010c7bc Render__10CModelDataCFRC13CStateManagerRC12CTransform4fPC12CActorLightsRC11CModelFlags
0x8010c9ac PickStaticModel__10CModelDataCFQ210CModelData11EWhichModel
0x8010cf2c GetAnimationDuration__10CModelDataCFi
0x8010cf8c AdvanceParticles__10CModelDataFRC12CTransform4ffR13CStateManager
0x8010d710 Touch__10CModelDataCFRC13CStateManageri
0x8010dae0 DisintegrateDraw__10CModelDataFRC13CStateManagerRC12CTransform4fRC8CTextureRC6CColor
0x8010ddb4 RenderThermal__10CModelDataCFPCfPCfRC6CColorRC6CColorRC11CModelFlags
0x8010e040 FlatDrawCallback__10CModelDataFPCfPCfPC16SFlatDrawContext
0x8010e08c DisintegrateDrawCallback__10CModelDataFPCfPCfPC22SOneTextureDrawContext
0x8010e0dc ThermalDrawCallback__10CModelDataFPCfPCfPC19SThermalDrawContext
0x8010e53c __ct__10CModelDataFRC8CAnimRes
0x8010e6c8 __ct__10CModelDataFv
0x8010e744 __ct__10CModelDataFRC10CStaticRes
0x8010e864 __sinit_CModelData_cpp
0x8010eb40 sub_80117838
0x8010f160 __as__Q24rstl24optional_object<6CDecal>FRCQ24rstl24optional_object<6CDecal>
0x8010f214 ShutDown__13CDecalManagerFv
0x8010fdf0 AddPreviousWaypoint__25CScriptSpiderBallWaypointF9TUniqueId
0x80110bc4 sub_80119a74
0x80110c44 Think__12CBloodFlowerFfR13CStateManager
0x80111c7c __ct__9TEditorIdFR12CInputStream
0x80111cb4 __sinit_TGameTypes_cpp
0x80111dd8 GetOrbitPosition__13CPhysicsActorCFRC13CStateManager
0x80111e40 GetWeight__13CPhysicsActorCFv
0x80112124 GetBoundingBox__13CPhysicsActorCFv
0x801121c4 GetPrimitiveTransform__13CPhysicsActorCFv
0x80112254 SetInertiaTensorScalar__13CPhysicsActorFf
0x80112280 SetMass__13CPhysicsActorFf
0x801122d4 SetAngularVelocityOR__13CPhysicsActorFRC10CAxisAngle
0x8011239c GetAngularVelocityOR__13CPhysicsActorCFv
0x801123f4 SetAngularVelocityWR__13CPhysicsActorFRC10CAxisAngle
0x80112498 SetVelocityWR__13CPhysicsActorFRC9CVector3f
0x80112510 SetVelocityOR__13CPhysicsActorFRC9CVector3f
0x80112554 RotateInOneFrameOR__13CPhysicsActorFRC11CQuaternionf
0x801125a4 MoveInOneFrameOR__13CPhysicsActorFRC9CVector3ff
0x8011260c RotateToOR__13CPhysicsActorFRC11CQuaternionf
0x80112670 MoveToOR__13CPhysicsActorFRC9CVector3ff
0x80112800 GetMoveToORImpulseWR__13CPhysicsActorCFRC9CVector3ff
0x80112890 MoveToInOneFrameWR__13CPhysicsActorFRC9CVector3ff
0x80112900 MoveToWR__13CPhysicsActorFRC9CVector3ff
0x80112974 UseCollisionImpulses__13CPhysicsActorFv
0x80112b70 Stop__13CPhysicsActorFv
0x80112d0c AddMotionState__13CPhysicsActorFRC12CMotionState
0x80112ee8 SetMotionState__13CPhysicsActorFRC12CMotionState
0x801133a4 CalculateNewVelocityWR_UsingImpulses__13CPhysicsActorCFv
0x80113400 SetPhysicsState__13CPhysicsActorFRC13CPhysicsState
0x801135c8 GetPhysicsState__13CPhysicsActorCFv
0x80113654 ComputeDerivedQuantities__13CPhysicsActorFv
0x8011391c ApplyTorqueWR__13CPhysicsActorFRC9CVector3f
0x80113dc0 __ct__13CPhysicsStateFRC9CVector3fRC11CQuaternionRC9CVector3fRC10CAxisAngleRC9CVector3fRC9CVector3fRC9CVector3fRC10CAxisAngleRC10CAxisAngle
0x80114254 __ct__14CFluidUVMotionFffRCQ214CFluidUVMotion17SFluidLayerMotionRCQ214CFluidUVMotion17SFluidLayerMotionRCQ214CFluidUVMotion17SFluidLayerMotion
0x80114388 __ct__14CFluidUVMotionFff
0x80114898 __ct__14CRippleManagerFif
0x80114a34 sub_8011dbc4
0x80114ae0 DisconnectGrappleBeam__11CGrappleArmFv
0x80114b60 RenderXRayModel__11CGrappleArmFRC13CStateManagerRC12CTransform4fRC11CModelFlags
0x80114fa0 BuildXRayModel__11CGrappleArmFv
0x80115444 EnterStruck__11CGrappleArmFR13CStateManagerf
0x80115568 EnterComboFire__11CGrappleArmFiR13CStateManager
0x801155c4 EnterFidget__11CGrappleArmFR13CStateManageriii
0x80115614 EnterFreeLook__11CGrappleArmFiiR13CStateManager
0x80115730 GrappleBeamConnected__11CGrappleArmFv
0x80115e0c Activate__11CGrappleArmFb
0x80116e28 PreRender__11CGrappleArmFR13CStateManagerRC14CFrustumPlanesRC9CVector3f
0x80116e90 TouchModel__11CGrappleArmCFRC13CStateManager
0x80119004 sub_801220fc
0x80119160 GetSortingBounds__12CSpacePirateCFRC12CTransform4f
0x80119258 Render__12CSpacePirateCFRC13CStateManager
0x801192e4 PreRender__12CSpacePirateFR13CStateManagerRC14CFrustumPlanes
0x80119fd0 OffLine__12CSpacePirateFR13CStateManagerf
0x8011a7d0 StartAttack__12CSpacePirateFR13CStateManagerf
0x8011a91c LostInterest__12CSpacePirateFR13CStateManagerf
0x8011a948 ShouldSpecialAttack__12CSpacePirateFR13CStateManagerf
0x8011adb0 AnimOver__12CSpacePirateFR13CStateManagerf
0x8011c8c0 SpotPlayer__12CSpacePirateFR13CStateManagerf
0x8011cf70 ShouldCrouch__12CSpacePirateFR13CStateManagerf
0x8011dbf0 CoverNearlyBlown__12CSpacePirateFR13CStateManagerf
0x8011dc90 CoverBlown__12CSpacePirateFR13CStateManagerf
0x8011f18c PatternShagged__12CSpacePirateFR13CStateManagerf
0x8011f204 Stuck__12CSpacePirateFR13CStateManagerf
0x8011f900 SetNonCinematicCollision__12CSpacePirateFR13CStateManager
0x8011f9b4 SetCinematicCollision__12CSpacePirateFR13CStateManager
0x801203b0 Random2f__FR13CStateManagerff
0x80120c28 ResetTeamAiRole__12CSpacePirateFR13CStateManager
0x80120dec AttachActorToPirate__12CSpacePirateF9TUniqueId
0x80120e14 SetAttackTarget__12CSpacePirateF9TUniqueId
0x80120e30 SetVelocityForJump__12CSpacePirateFv
0x80123620 Prime__14CPirateRagDollFR13CStateManagerRC12CTransform4fR10CModelData
0x80123f18 sub_8012d294
0x801249f8 GetSinSqVerticalAngle__17CScriptCoverPointCFv
0x80125cc4 AddRipple__11CFluidPlaneFRC7CRippleRC12CScriptWaterR13CStateManager
0x80125d18 AddRipple__11CFluidPlaneFf9TUniqueIdRC9CVector3fRC9CVector3fRC12CScriptWaterR13CStateManagerRC9CVector3f
0x80125ddc AddRipple__11CFluidPlaneFf9TUniqueIdRC9CVector3fR13CStateManager
0x801268d8 GetLastRippleDeltaTime__18CFluidPlaneManagerCF9TUniqueId
0x80126960 sub_8012fdec
0x80126ab0 Clear__Q218CFluidPlaneManager13CFluidProfileFv
0x80126f1c Render__19CHUDBillboardEffectCFRC13CStateManager
0x80127058 AddToRenderer__19CHUDBillboardEffectCFRC14CFrustumPlanesRC13CStateManager
0x80127458 GetNearClipDistance__19CHUDBillboardEffectFRC13CStateManager
0x8012763c InPosition__11CFlickerBatFR13CStateManagerf
0x8012781c Patrol__11CFlickerBatFR13CStateManager9EStateMsgf
0x801279d0 HearShot__11CFlickerBatFR13CStateManagerf
0x80127b18 CanBeShot__11CFlickerBatFRC13CStateManageri
0x80127f78 Death__11CFlickerBatFRC9CVector3fR13CStateManager
0x8012826c SetFlickerBatState__11CFlickerBatFQ211CFlickerBat16EFlickerBatStateR13CStateManager
0x8012860c DeliverCmd__16CBodyStateCmdMgrF13EBodyStateCmd
0x8012867c ClearLocomotionCmds__16CBodyStateCmdMgrFv
0x801286bc Reset__16CBodyStateCmdMgrFv
0x8012898c DeliverCmd__16CBodyStateCmdMgrFRC13CBodyStateCmd
0x8012b100 GetMaxSpeed__14CBodyStateInfoCFv
0x8012b21c ApplyHeadTracking__14CBodyStateInfoCFv
0x8012c94c UpdateBody__6CBSDieFfR15CBodyControllerR13CStateManager
0x8012c9ac Start__6CBSDieFR15CBodyControllerR13CStateManager
0x8012d5cc UpdateBody__12CBSKnockBackFfR15CBodyControllerR13CStateManager
0x8012ec7c UpdateWalk__18CBSBiPedLocomotionFfR15CBodyControllerQ23pas15ELocomotionAnim
0x8012f090 GetLocoAnimation__18CBSBiPedLocomotionCFQ23pas15ELocomotionTypeQ23pas15ELocomotionAnim
0x8012f2f0 UpdateBody__18CBSBiPedLocomotionFfR15CBodyControllerR13CStateManager
0x8012f328 Start__18CBSBiPedLocomotionFR15CBodyControllerR13CStateManager
0x8012f350 GetLocomotionSpeed__18CBSBiPedLocomotionCFQ23pas15ELocomotionTypeQ23pas15ELocomotionAnim
0x8012fa8c ReStartBodyState__13CBSLocomotionFR15CBodyControllerb
0x8012fd8c UpdateBody__13CBSLocomotionFfR15CBodyControllerR13CStateManager
0x801302e4 Start__7CBSStepFR15CBodyControllerR13CStateManager
0x80130c04 UpdateBody__7CBSTurnFfR15CBodyControllerR13CStateManager
0x80131310 SetOnFire__15CBodyControllerFf
0x80131a64 SetDeltaRotation__15CBodyControllerFRC11CQuaternion
0x80131b78 SetCurrentAnimation__15CBodyControllerFRC18CAnimPlaybackParmsbb
0x80131be4 EnableAnimation__15CBodyControllerFb
0x80131c00 SetTurnSpeed__15CBodyControllerFf
0x80131e10 HasBodyState__15CBodyControllerCFQ23pas15EAnimationState
0x80131f44 Activate__15CBodyControllerFR13CStateManager
0x80132ad0 __dt__13CSplashScreenFv
0x80132c68 GetAimPosition__21CTargetableProjectileCFRC13CStateManagerf
0x80134a3c ProjectLinearIntersection__18CSteeringBehaviorsFRC9CVector3ffRC9CVector3fRC9CVector3fR9CVector3f
0x80135f7c GetBodyStateTransition__12CBSGroundHitFfR15CBodyController
0x80136594 Think__11CChozoGhostFfR13CStateManager
0x80137da8 AIStage__11CChozoGhostFR13CStateManagerf
0x801386c4 sub_80141d80
0x801388a4 Render__11CChozoGhostCFRC13CStateManager
0x80138bf4 GetModelAlphau8__11CChozoGhostCFRC13CStateManager
0x80138c50 GetDamageVulnerability__11CChozoGhostCFv
0x801399a4 sub_8034df20
0x80139b44 InPosition__9CFireFleaFR13CStateManagerf
0x8013a80c HearShot__9CFireFleaFR13CStateManagerf
0x8013abb0 Think__Q29CFireFlea18CDeathCameraEffectFfR13CStateManager
0x8013af24 __sinit_CFireFlea_cpp
0x8013b0b8 UpdateBody__8CBSSlideFfR15CBodyControllerR13CStateManager
0x8013b6e0 PlayStrikeWallAnimation__9CBSHurledFR15CBodyControllerR13CStateManager
0x8013e550 CalculateBoundingBox__12CPuddleSporeCFv
0x8013e6c8 KnockPlayer__12CPuddleSporeFR13CStateManagerf
0x8013ec38 HitShell__12CPuddleSporeCFRC9CVector3f
0x8013eda4 FluidFXThink__12CPuddleSporeFQ26CActor11EFluidStateR12CScriptWaterR13CStateManager
0x801406dc Start__8CBSTauntFR15CBodyControllerR13CStateManager
0x801410b4 Move__Q22SL18CSortedListManagerFPC6CActorRC6CAABox
0x80141180 Remove__Q22SL18CSortedListManagerFPC6CActor
0x80141740 ActorInLists__Q22SL18CSortedListManagerCFPC6CActor
0x80141774 Reset__Q22SL18CSortedListManagerFv
0x80141ce8 __ct__Q22SL11SSortedListFv
0x80141d8c __ct__Q22SL5SNodeFP6CActorRC6CAABox
0x80141dec __ct__Q22SL5SNodeFv
0x801423b8 UpdateBody__11CBSScriptedFfR15CBodyControllerR13CStateManager
0x801424a0 Start__11CBSScriptedFR15CBodyControllerR13CStateManager
0x80142f30 Inside__16CPuddleToadGammaFR13CStateManagerf
0x80142fc8 InAttackPosition__16CPuddleToadGammaFR13CStateManagerf
0x801432d4 CenterPlayer__16CPuddleToadGammaFR13CStateManagerRC9CVector3f
0x80143c90 Think__16CPuddleToadGammaFfR13CStateManager
0x80144d50 AddToRenderer__10CPowerBombCFRC14CFrustumPlanesRC13CStateManager
0x80144da0 sub_8014e53c
0x801451dc Think__8CMetareeFfR13CStateManager
0x80145b54 ShouldAttack__8CMetareeFR13CStateManagerf
0x80145c20 CollidedWith__8CMetareeFRC9TUniqueIdRC18CCollisionInfoListR13CStateManager
0x80146714 ThinkAreaDamage__22CScriptSpecialFunctionFfR13CStateManager
0x80146c8c Render__22CScriptSpecialFunctionCFRC13CStateManager
0x80147998 sub_80151208
0x80148714 SkipCinematic__22CScriptSpecialFunctionFR13CStateManager
0x80148758 ShouldSkipCinematic__22CScriptSpecialFunctionFR13CStateManager
0x80149b30 AddToRenderer__22CScriptSpecialFunctionCFRC14CFrustumPlanesRC13CStateManager
0x8014b130 sub_80154a14
0x8014ba28 ResetAll__7CFidgetFv
0x8014ba74 __ct__7CFidgetFv
0x8014bb98 sub_801554b8
0x8014c03c Delay__10CSpankWeedFR13CStateManagerf
0x8014c900 KnockBack__10CSpankWeedFRC9CVector3fR13CStateManagerRC11CDamageInfo14EKnockBackTypef
0x8014e8f0 Death__9CParasiteFRC9CVector3fR13CStateManager
0x8014f864 ShouldAttack__9CParasiteFR13CStateManagerf
0x8014ff2c ShotAt__9CParasiteFR13CStateManagerf
0x8014ff80 ThinkAboutMove__9CParasiteFf
0x80150270 UpdateWalkerAnimation__9CParasiteFR13CStateManagerf
0x80151750 __sinit_CParasite_cpp
0x80152b44 Patrol__7CRipperFR13CStateManager9EStateMsgf
0x80152cac GetCollisionResponseType__7CRipperFRC9CVector3fRC9CVector3fRC11CWeaponModei
0x8015326c __ct__16CCameraShakeDataFR12CInputStream
0x80153524 sub_8015d534
0x80153540 Update__16CCameraShakeDataFfR13CStateManager
0x80153640 SetSfxPositionAndDistance__16CCameraShakeDataFRC9CVector3ff
0x80153810 __ct__22CCameraShakerComponentFv
0x8015385c LoadNewCameraShakerComponent__FR12CInputStream
0x801539ac GetSomething__17SCameraShakePointFv
0x801539c8 sub_8015dacc
0x80153aa4 __ct__17SCameraShakePointFv
0x80153ad8 LoadCameraShakePoint__R12CInputStream
0x80153b84 __ct__17SCameraShakePointFiffff
0x801551f4 Think__22CScriptPointOfInterestFfR13CStateManager
0x8015523c GetTouchBounds__22CScriptPointOfInterestCFv
0x80155c44 CanRenderUnsorted__6CDroneCFRC13CStateManager
0x801583e8 PreRender__6CDroneFR13CStateManagerRC14CFrustumPlanes
0x80158bc0 ShouldFire__6CDroneFR13CStateManagerf
0x80158da0 LineOfSight__6CDroneFR13CStateManagerf
0x80159260 InRange__6CDroneFR13CStateManagerf
0x801592ec sub_80163730
0x801595d4 KnockBack__6CDroneFRC9CVector3fR13CStateManagerRC11CDamageInfo14EKnockBackTypef
0x8015a7d4 GetCollisionPrimitive__6CDroneCFv
0x8015b6ac GetCollisionResponseType__6CDroneCFRC9CVector3fRC9CVector3fRC11CWeaponModei
0x8015d250 Render__11CDroneLaserCFRC13CStateManager
0x8015d340 AddToRenderer__11CDroneLaserCFRC14CFrustumPlanesRC13CStateManager
0x8015d398 CalculateRenderBounds__11CDroneLaserFv
0x8015dc98 IsAreaVisible__13CMapWorldInfoCF7TAreaId
0x8015e6c0 sub_80168f94
0x8015f0d0 __ct__13CMapWorldInfoFv
0x801603f0 sub_8016aea4
0x80161520 sub_8016c014
0x801617cc sub_8016c2c0
0x80162080 sub_8016cb8c
0x80163de8 sub_8016e95c
0x80163e64 sub_8016e9d8
0x80166dd8 Death__8CMetroidFRC9CVector3fR13CStateManager
0x8016723c sub_80171ea8
0x801672d4 sub_80171f40
0x801677cc Think__8CMetroidFfR13CStateManager
0x80167df8 sub_80172a90
0x801680bc sub_80172d54
0x80168368 __sinit_CMetroid_cpp
0x8016876c Draw__12CScanDisplayCFv
0x8016a33c SetDestPosition__Q212CScanDisplay8CDataDotFRC9CVector2f
0x8016a4b0 StartTransitionTo__Q212CScanDisplay8CDataDotFRC9CVector2ff
0x8016a65c __ct__Q212CScanDisplay8CDataDotFv
0x8016b4c0 Update__13CBoneTrackingFf
0x8016b4d0 __ct__13CBoneTrackingFRC9CAnimDataRCQ24rstl66basic_string<c,Q24rstl14char_traits<c>,Q24rstl17rmemory_allocator>ffb
0x8016b5d8 Draw__20CFaceplateDecorationCFRC13CStateManager
0x8016b7dc __ct__20CFaceplateDecorationFR13CStateManager
0x8016bff4 AcceptScriptMsg__18CScriptBallTriggerF20EScriptObjectMessage9TUniqueIdR13CStateManager
0x8016c5b0 calculate_ball_aabox__Fv
0x8016c8e0 sub_80177618
0x8016cba4 sub_8017791c
0x8016d9b8 Render__17CPlasmaProjectileCFRC13CStateManager
0x8016dc0c AddToRenderer__17CPlasmaProjectileCFRC14CFrustumPlanesRC13CStateManager
0x8016f168 ApplyGrappleForces__7CPlayerFRC11CFinalInputR13CStateManagerf
0x80170ab4 BeginGrapple__7CPlayerFR9CVector3fR13CStateManager
0x80170b58 BreakGrapple__7CPlayerF19EPlayerOrbitRequestR13CStateManager
0x80170ce8 SetOrbitRequestForTarget__7CPlayerF9TUniqueId19EPlayerOrbitRequestR13CStateManager
0x80170d3c InGrappleJumpCooldown__7CPlayerCFv
0x80170d74 PreventFallingCameraPitch__7CPlayerFv
0x80170d90 OrbitCarcass__7CPlayerFR13CStateManager
0x80170dcc OrbitPoint__7CPlayerFQ27CPlayer16EPlayerOrbitTypeR13CStateManager
